,x_position,y_position,time
118,1487.0,697.0,0.11199450492858887
119,1405.0,724.0,0.12814712524414062
120,1460.0,980.0,0.12785601615905762
121,1395.0,880.0,0.12000513076782227
122,1339.0,789.0,0.1279919147491455
123,1139.0,734.0,0.1280076503753662
124,1144.0,718.0,0.12743854522705078
125,1062.0,711.0,0.1285693645477295
126,1024.0,706.0,0.13568544387817383
127,1396.0,852.0,0.12808895111083984
128,1382.0,849.0,0.08813142776489258
129,1378.0,844.0,0.15172934532165527
130,1306.0,837.0,0.12715363502502441
131,1049.0,813.0,0.07978963851928711
132,1050.0,817.0,0.1280810832977295
133,990.0,714.0,0.24000048637390137
134,990.0,710.0,0.12778925895690918
135,991.0,708.0,0.11194610595703125
136,847.0,718.0,0.12827730178833008
137,852.0,717.0,0.13599085807800293
138,847.0,718.0,0.1360161304473877
139,636.0,731.0,0.07998156547546387
140,604.0,732.0,0.1360015869140625
141,606.0,729.0,0.12794923782348633
142,440.0,734.0,0.1120452880859375
143,446.0,737.0,0.12009119987487793
144,375.0,730.0,0.1275310516357422
145,379.0,729.0,0.12038397789001465
146,377.0,734.0,0.1440110206604004
147,378.0,729.0,0.13550043106079102
148,360.0,737.0,0.11232948303222656
149,361.0,736.0,0.12814760208129883
150,360.0,735.0,0.14385247230529785
151,357.0,734.0,0.08760571479797363
152,483.0,740.0,0.12836623191833496
153,480.0,735.0,0.08802413940429688
154,737.0,720.0,0.11999392509460449
155,733.0,716.0,0.10340642929077148
156,722.0,716.0,0.12860369682312012
157,723.0,714.0,0.11934375762939453
158,947.0,697.0,0.12065291404724121
159,937.0,702.0,0.1280078887939453
160,937.0,707.0,0.1276841163635254
161,928.0,707.0,0.1282060146331787
162,933.0,701.0,0.12010073661804199
163,945.0,706.0,0.12736725807189941
164,1320.0,838.0,0.1284189224243164
